subject_id,n_sessions,sessions
sub-NDARINVHPNB07E7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHPU5TKNF,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINVHPVR3UVC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHR1HZ6FC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHRJNTDPZ,1,ses-baselineYear1Arm1
sub-NDARINVHRKZ329E,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHRZ430EB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHT6KEU1H,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHT9V9KV9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHTJ14CBX,1,ses-2YearFollowUpYArm1
sub-NDARINVHU28FNBP,1,ses-baselineYear1Arm1
sub-NDARINVHU2D03RY,1,ses-baselineYear1Arm1
sub-NDARINVHUD7MU7R,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHUL3V5Z7,1,ses-baselineYear1Arm1
sub-NDARINVHV9VDD6H,1,ses-baselineYear1Arm1
sub-NDARINVHVHF0RNR,1,ses-baselineYear1Arm1
sub-NDARINVHVLPXZ99,1,ses-baselineYear1Arm1
sub-NDARINVHVYR57F5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHWPUPM4D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHWPWW944,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHX5PF696,1,ses-4YearFollowUpYArm1
sub-NDARINVHX94ZLXK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHXB99NBE,1,ses-baselineYear1Arm1
sub-NDARINVHXHGMVPP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHXKV8V4D,1,ses-baselineYear1Arm1
sub-NDARINVHXXXE672,1,ses-baselineYear1Arm1
sub-NDARINVHXY3TJAT,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHXZMX9JF,1,ses-4YearFollowUpYArm1
sub-NDARINVHY2NHY1C,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHYJDHMK3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHYNT2P5E,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVHYTA5DTD,1,ses-baselineYear1Arm1
sub-NDARINVHYYUJ7LR,1,ses-baselineYear1Arm1
sub-NDARINVHZDNK5V8,1,ses-2YearFollowUpYArm1
sub-NDARINVHZJJKJ0D,1,ses-2YearFollowUpYArm1
sub-NDARINVJ0130AZB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ04E024W,1,ses-baselineYear1Arm1
sub-NDARINVJ08VKMX2,1,ses-2YearFollowUpYArm1
sub-NDARINVJ0Y53RRE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ136TW5A,1,ses-baselineYear1Arm1
sub-NDARINVJ16BUDG7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ18AUAJ8,1,ses-baselineYear1Arm1
sub-NDARINVJ2A3JCGK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ2CBCRYX,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINVJ2R77KLM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ37ZWA6X,1,ses-baselineYear1Arm1
sub-NDARINVJ3CDYG3J,1,ses-baselineYear1Arm1
sub-NDARINVJ3DJV7E6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ3PVPGBF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ3X1G87Z,1,ses-2YearFollowUpYArm1
sub-NDARINVJ4AX55VH,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ4RVF00H,1,ses-baselineYear1Arm1
sub-NDARINVJ4U9BRT9,1,ses-baselineYear1Arm1
sub-NDARINVJ4YPY232,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ586JN4M,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ5JJZDPB,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ5YAUDK9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ64MJXHT,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ64XU6U9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ6EH2T8Z,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ6EUW017,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ6MH0EXG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ6X3AHW8,1,ses-2YearFollowUpYArm1
sub-NDARINVJ6ZG269P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ6ZXXE3T,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ716H2Y0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ79PN2P1,1,ses-2YearFollowUpYArm1
sub-NDARINVJ7HK4WZJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ7JTARJZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ7L6EW0J,1,ses-baselineYear1Arm1
sub-NDARINVJ7V2VTL2,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ87UYTGU,1,ses-baselineYear1Arm1
sub-NDARINVJ897YYVE,1,ses-baselineYear1Arm1
sub-NDARINVJ8A4A9P2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ8DBDHF8,1,ses-baselineYear1Arm1
sub-NDARINVJ8DDAHGM,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ8JU5JAA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ8XHKKP8,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJ97MXFZ1,1,ses-baselineYear1Arm1
sub-NDARINVJ9GNXGK5,1,ses-baselineYear1Arm1
sub-NDARINVJ9WR9HD8,1,ses-baselineYear1Arm1
sub-NDARINVJAD86WDH,1,ses-baselineYear1Arm1
sub-NDARINVJAEV7W5J,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJAGE8DBX,1,ses-baselineYear1Arm1
sub-NDARINVJAUU039W,1,ses-baselineYear1Arm1
sub-NDARINVJAY3MBRK,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJBCMDKKF,1,ses-2YearFollowUpYArm1
sub-NDARINVJBH3AHLP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJC8UD8CP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJCC8EVMK,1,ses-2YearFollowUpYArm1
sub-NDARINVJCFMFR6E,1,ses-2YearFollowUpYArm1
sub-NDARINVJD6CRBP8,1,ses-baselineYear1Arm1
sub-NDARINVJDVWTD1U,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJDXAJTX3,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJDZ7L3H6,1,ses-2YearFollowUpYArm1
sub-NDARINVJE2LLWLD,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJE33Y96D,1,ses-baselineYear1Arm1
sub-NDARINVJE7AU0B9,1,ses-baselineYear1Arm1
sub-NDARINVJEDEBC72,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJEFU1LRB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJF3BM0BU,1,ses-baselineYear1Arm1
sub-NDARINVJF3KUA66,1,ses-baselineYear1Arm1
sub-NDARINVJFJL5WJL,1,ses-baselineYear1Arm1
sub-NDARINVJFTB00J2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJG2VGPZN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJGAM9713,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJGV03V17,1,ses-baselineYear1Arm1
sub-NDARINVJGY9JJPW,1,ses-baselineYear1Arm1
sub-NDARINVJGYCTML6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJH2BV4BR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJH7UFKKJ,1,ses-baselineYear1Arm1
sub-NDARINVJH93PMX3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJHEF7HG0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJHF93Z1H,1,ses-2YearFollowUpYArm1
sub-NDARINVJHM4CTAP,1,ses-baselineYear1Arm1
sub-NDARINVJHUWPMY7,1,ses-2YearFollowUpYArm1
sub-NDARINVJHX361ZP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJHYBD2XK,1,ses-2YearFollowUpYArm1
sub-NDARINVJJ4VHAYP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJJM9HEZK,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJK6VB601,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJKBDRF1B,1,ses-baselineYear1Arm1
sub-NDARINVJKDWLHZU,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJKFGJK2D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJKJXL96V,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJKT4Z5GW,1,ses-baselineYear1Arm1
sub-NDARINVJKYR0UWL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJLDR7ZUA,1,ses-baselineYear1Arm1
sub-NDARINVJM19UTB0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJMAK2VV0,1,ses-2YearFollowUpYArm1
sub-NDARINVJMNGNMM1,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJMTFCLCC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJN2G8BWG,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJN9PXHA6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJNMHDYGC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJNR3AZM3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJNVE97YL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJNWHJTVZ,1,ses-baselineYear1Arm1
sub-NDARINVJNYWL1M8,1,ses-2YearFollowUpYArm1
sub-NDARINVJP53JABE,1,ses-baselineYear1Arm1
sub-NDARINVJP978MN3,1,ses-baselineYear1Arm1
sub-NDARINVJPDBRMPL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJPMRY00B,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJPV235G4,1,ses-baselineYear1Arm1
sub-NDARINVJPXM3ZKA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJR7AD66J,1,ses-baselineYear1Arm1
sub-NDARINVJRBRCUZG,1,ses-baselineYear1Arm1
sub-NDARINVJRFFW8YT,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJRG5AWP1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJRK7YJE3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJRPZT0NB,1,ses-baselineYear1Arm1
sub-NDARINVJRXPZU5X,1,ses-2YearFollowUpYArm1
sub-NDARINVJRZMV890,1,ses-baselineYear1Arm1
sub-NDARINVJT5AUAK8,1,ses-2YearFollowUpYArm1
sub-NDARINVJTA9PW0F,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJTCXNL4V,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJTWZXR3M,1,ses-2YearFollowUpYArm1
sub-NDARINVJTX1HX5F,1,ses-2YearFollowUpYArm1
sub-NDARINVJTXTDY92,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJU6W0MXX,1,ses-2YearFollowUpYArm1
sub-NDARINVJU8R73PG,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJVAW0ZW5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJVHUKF36,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJVPFFH8R,1,ses-baselineYear1Arm1
sub-NDARINVJWAPD83W,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJWJBC1ZT,1,ses-2YearFollowUpYArm1
sub-NDARINVJWT4V1DP,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJWXRTDHM,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJX1U4507,1,ses-baselineYear1Arm1
sub-NDARINVJXA05086,1,ses-2YearFollowUpYArm1
sub-NDARINVJXF3WTN6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJXKV7NF7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJXPFFHWU,1,ses-baselineYear1Arm1
sub-NDARINVJXUKE3JB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJYBB2VH0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJYXYG81D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJZJK5N4L,1,ses-2YearFollowUpYArm1
sub-NDARINVJZPZNDD4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVJZRPKRLG,1,ses-baselineYear1Arm1
sub-NDARINVJZRV5ANP,1,ses-2YearFollowUpYArm1
sub-NDARINVJZUHG8ZL,1,ses-baselineYear1Arm1
sub-NDARINVK09F5HKP,1,ses-2YearFollowUpYArm1
sub-NDARINVK0AGJP6T,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK0L8CUTR,1,ses-baselineYear1Arm1
sub-NDARINVK0RATU99,1,ses-2YearFollowUpYArm1
sub-NDARINVK0U3PRRR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK0WC1N5P,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK0YRT0W7,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK1DE6JAR,1,ses-baselineYear1Arm1
sub-NDARINVK1YTJYND,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK1YWL2JC,1,ses-baselineYear1Arm1
sub-NDARINVK20VT80R,1,ses-baselineYear1Arm1
sub-NDARINVK21Y8N4U,1,ses-baselineYear1Arm1
sub-NDARINVK2KFJDG5,1,ses-baselineYear1Arm1
sub-NDARINVK2KR1DUA,1,ses-baselineYear1Arm1
sub-NDARINVK2M95XYW,1,ses-baselineYear1Arm1
sub-NDARINVK2MTFMLM,1,ses-baselineYear1Arm1
sub-NDARINVK2YJBHGX,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK2YU9TW1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK30HGMY4,1,ses-baselineYear1Arm1
sub-NDARINVK32MTP5J,1,ses-baselineYear1Arm1
sub-NDARINVK3FXPMNK,1,ses-baselineYear1Arm1
sub-NDARINVK3GPV04G,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINVK427BMWY,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK4KJGM46,1,ses-baselineYear1Arm1
sub-NDARINVK52CCTV1,1,ses-baselineYear1Arm1
sub-NDARINVK598LFL1,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK5C5LXD2,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK5DEN4NB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK5JP23J6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK5P234R5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK5PEZ25W,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK62C7NW4,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK638E3TP,1,ses-baselineYear1Arm1
sub-NDARINVK6V3W39C,1,ses-baselineYear1Arm1
sub-NDARINVK6XKYTM1,1,ses-baselineYear1Arm1
sub-NDARINVK7150G4Z,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK71MV1Y2,1,ses-baselineYear1Arm1
sub-NDARINVK75DL4FA,1,ses-baselineYear1Arm1
sub-NDARINVK777BPZJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK78X1G9D,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK7H62E8W,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK808H4UV,1,ses-baselineYear1Arm1
sub-NDARINVK81PDBDN,1,ses-2YearFollowUpYArm1
sub-NDARINVK84182YD,1,ses-baselineYear1Arm1
sub-NDARINVK84GLG8C,1,ses-2YearFollowUpYArm1
sub-NDARINVK8KZDZ2N,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINVK8N8YKDF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK8ZYB9DL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK91CAXRJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK9A553B8,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK9CK3ZHW,1,ses-baselineYear1Arm1
sub-NDARINVK9E4206N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK9N3BY03,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK9NHYCE6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVK9UVPE20,1,ses-baselineYear1Arm1
sub-NDARINVK9YR13JW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKA96L5HC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKACJ255N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKAKFCN21,1,ses-baselineYear1Arm1
sub-NDARINVKAPXUG5A,1,ses-baselineYear1Arm1
sub-NDARINVKB1LL4HJ,1,ses-baselineYear1Arm1
sub-NDARINVKB1PDUC8,1,ses-baselineYear1Arm1
sub-NDARINVKB6F3HGV,1,ses-2YearFollowUpYArm1
sub-NDARINVKB7UD17H,1,ses-baselineYear1Arm1
sub-NDARINVKBBYPD24,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKBGNJEVP,1,ses-baselineYear1Arm1
sub-NDARINVKBJJ7TH0,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKC1P8R4F,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKC24Z5V5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKCM3GAKP,1,ses-baselineYear1Arm1
sub-NDARINVKCZZYZB5,1,ses-baselineYear1Arm1
sub-NDARINVKD48JEDP,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKD8JTUFA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKDGX17KZ,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKDR815ZJ,1,ses-baselineYear1Arm1
sub-NDARINVKDZR86PA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKE2BKXMG,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKE2PDM4E,1,ses-baselineYear1Arm1
sub-NDARINVKE5MUV53,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKE6Z3413,1,ses-2YearFollowUpYArm1
sub-NDARINVKE8TDKAW,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKEARFZ9N,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKEAY17JB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKEDNL754,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKEVAA7AZ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKF1BUR6G,1,ses-baselineYear1Arm1
sub-NDARINVKFGPP88F,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKFH1X898,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKFU0Z1FD,1,ses-baselineYear1Arm1
sub-NDARINVKFU5W0JJ,1,ses-baselineYear1Arm1
sub-NDARINVKGRR3WRJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKGU77A38,1,ses-baselineYear1Arm1
sub-NDARINVKGUR3RYT,1,ses-2YearFollowUpYArm1
sub-NDARINVKGW3UL2T,1,ses-baselineYear1Arm1
sub-NDARINVKHL7D46V,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKHVXZ64U,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKJM8KNT3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKJP5X4W9,1,ses-baselineYear1Arm1
sub-NDARINVKJY3WLAB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKK3DUDE5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKK8HT4H8,1,ses-2YearFollowUpYArm1
sub-NDARINVKKJW08K9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKKXA5H12,1,ses-baselineYear1Arm1
sub-NDARINVKKY0ZZXD,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKLBUDEGD,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKLLP08KA,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKM0BYRA9,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKM38D8JZ,1,ses-baselineYear1Arm1
sub-NDARINVKM9M2HZM,1,ses-2YearFollowUpYArm1
sub-NDARINVKMBXR817,1,ses-baselineYear1Arm1
sub-NDARINVKMVGX7UJ,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKN0URLJE,1,ses-baselineYear1Arm1
sub-NDARINVKN9RD01B,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKNFUZV4X,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKNRU5BYD,2,ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKNVJX275,1,ses-baselineYear1Arm1
sub-NDARINVKP3A1LBZ,1,ses-2YearFollowUpYArm1
sub-NDARINVKPF4GFHV,3,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKPF9HV5P,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKPG5MA5K,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKPNEX4HY,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKPX9TDPR,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKPZYYKTG,1,ses-2YearFollowUpYArm1
sub-NDARINVKRN7CKJV,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKT39B7XP,1,ses-2YearFollowUpYArm1
sub-NDARINVKT59P3W3,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKTEZYKCL,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKTJFT8RF,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKTN3FFWD,1,ses-2YearFollowUpYArm1
sub-NDARINVKTZJTF9T,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKU7P8BC5,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKUTBPBRE,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKUTFEERM,1,ses-baselineYear1Arm1
sub-NDARINVKV39ALMD,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKV3EVHUX,1,ses-baselineYear1Arm1
sub-NDARINVKVFAHBJN,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKVPCDMNK,1,ses-2YearFollowUpYArm1
sub-NDARINVKVV9NU2R,1,ses-baselineYear1Arm1
sub-NDARINVKW02LRCP,1,ses-baselineYear1Arm1
sub-NDARINVKW1ALL48,2,ses-2YearFollowUpYArm1;ses-4YearFollowUpYArm1
sub-NDARINVKWEP6GVC,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKWYR8JMB,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
sub-NDARINVKX5G6YJV,1,ses-baselineYear1Arm1
sub-NDARINVKX7Y3XLZ,1,ses-baselineYear1Arm1
sub-NDARINVKXFTPJH6,2,ses-2YearFollowUpYArm1;ses-baselineYear1Arm1
